Arc Length (m),Radius (m),Curvature (1/m),Angle (deg),Coordinates
436.381856,776.294089,0.00128817,32.207947,"[<QgsPointXY: POINT(8161871.74676654394716024 2212192.11587835010141134)>, <QgsPointXY: POINT(8161963.00999376270920038 2212236.7964836866594851)>, <QgsPointXY: POINT(8162050.76309685781598091 2212268.44530897121876478)>, <QgsPointXY: POINT(8162149.04657232668250799 2212290.78568777162581682)>, <QgsPointXY: POINT(8162245.57498573046177626 2212298.2324865055270493)>, <QgsPointXY: POINT(8162289.45153727661818266 2212298.2324865055270493)>]"
3042.043225,1021.487467,0.00097896,170.629835,"[<QgsPointXY: POINT(8162185.90287561900913715 2212287.0622894917614758)>, <QgsPointXY: POINT(8162431.61156428698450327 2212309.40269004553556442)>, <QgsPointXY: POINT(8162733.48223893623799086 2212301.95588696049526334)>, <QgsPointXY: POINT(8163112.57564430963248014 2212473.23309172317385674)>, <QgsPointXY: POINT(8163414.44631895609200001 2212882.81523825461044908)>, <QgsPointXY: POINT(8163470.60830493830144405 2213270.06461166171357036)>, <QgsPointXY: POINT(8163386.36532596684992313 2213642.42717804992571473)>, <QgsPointXY: POINT(8163140.65663729794323444 2213985.00714758364483714)>, <QgsPointXY: POINT(8162887.92770038358867168 2214260.56505871238186955)>]"
1721.073447,963.717704,0.00103765,102.322749,"[<QgsPointXY: POINT(8162930.04918987024575472 2214200.98463305272161961)>, <QgsPointXY: POINT(8162789.64422491751611233 2214439.30745059438049793)>, <QgsPointXY: POINT(8162712.4214941943064332 2214655.29007221851497889)>, <QgsPointXY: POINT(8162719.44174244161695242 2214982.99250676156952977)>, <QgsPointXY: POINT(8162817.72521790955215693 2215228.77302269171923399)>, <QgsPointXY: POINT(8162972.17067935783416033 2215467.10866518737748265)>, <QgsPointXY: POINT(8163238.94011276680976152 2215675.65479269297793508)>]"
1557.012056,1326.768150,0.00075371,67.238741,"[<QgsPointXY: POINT(8163049.39341007918119431 2215526.69304062193259597)>, <QgsPointXY: POINT(8163330.20333998557180166 2215742.6879602842964232)>, <QgsPointXY: POINT(8163498.6892979284748435 2215884.20319809345528483)>, <QgsPointXY: POINT(8163660.15500762406736612 2216174.68513065949082375)>, <QgsPointXY: POINT(8163730.35749010089784861 2216591.79512355802580714)>, <QgsPointXY: POINT(8163772.47897958569228649 2216815.25065519893541932)>]"
998.763470,1952.035512,0.00051229,29.315518,"[<QgsPointXY: POINT(8163730.35749009996652603 2216599.24359912751242518)>, <QgsPointXY: POINT(8163800.55997257586568594 2216882.28782489150762558)>, <QgsPointXY: POINT(8163891.8231997936964035 2217083.40074695367366076)>, <QgsPointXY: POINT(8163976.066178766079247 2217247.27210249286144972)>, <QgsPointXY: POINT(8164151.57238495629280806 2217493.08177472231909633)>]"
2507.358155,7503.222984,0.00013328,19.146577,"[<QgsPointXY: POINT(8164783.39472724683582783 2218439.1061251456849277)>, <QgsPointXY: POINT(8164958.90093343518674374 2218707.27904390078037977)>, <QgsPointXY: POINT(8165106.3261466370895505 2218938.20874603232368827)>, <QgsPointXY: POINT(8165232.69061509519815445 2219184.04021204030141234)>, <QgsPointXY: POINT(8165436.27781427558511496 2219645.91396321915090084)>, <QgsPointXY: POINT(8165569.66253098100423813 2219958.80254030600190163)>, <QgsPointXY: POINT(8165703.04724768549203873 2220353.64545667171478271)>, <QgsPointXY: POINT(8165815.37121964804828167 2220711.24610133236274123)>]"
1778.377696,1097.300527,0.00091133,92.858368,"[<QgsPointXY: POINT(8166015.44829470571130514 2221325.88789169862866402)>, <QgsPointXY: POINT(8166071.61028068605810404 2221500.97130357660353184)>, <QgsPointXY: POINT(8166162.8735079076141119 2221698.40772005170583725)>, <QgsPointXY: POINT(8166233.07599038351327181 2221832.51664192695170641)>, <QgsPointXY: POINT(8166324.33921760134398937 2222000.15412234235554934)>, <QgsPointXY: POINT(8166450.70368605945259333 2222134.26516921073198318)>, <QgsPointXY: POINT(8166545.47703740280121565 2222205.04638030659407377)>, <QgsPointXY: POINT(8166689.39212648011744022 2222279.55320255132392049)>, <QgsPointXY: POINT(8166896.48944978509098291 2222339.15887026162818074)>, <QgsPointXY: POINT(8167131.66776608116924763 2222346.60959184588864446)>, <QgsPointXY: POINT(8167251.01198629103600979 2222346.60959184588864446)>]"
1213.878360,1147.726680,0.00087129,60.598144,"[<QgsPointXY: POINT(8167100.076648966409266 2222350.3349537318572402)>, <QgsPointXY: POINT(8167296.64359990134835243 2222357.78567968914285302)>, <QgsPointXY: POINT(8167489.70042671076953411 2222365.23640856193378568)>, <QgsPointXY: POINT(8167654.67626053094863892 2222409.94084302801638842)>, <QgsPointXY: POINT(8167819.65209435112774372 2222488.1738559165969491)>, <QgsPointXY: POINT(8167946.01656280923634768 2222599.9358605514280498)>, <QgsPointXY: POINT(8168110.99239662569016218 2222745.22744744597002864)>, <QgsPointXY: POINT(8168174.17463085614144802 2222797.38367218896746635)>]"
512.807695,1113.509780,0.00089806,26.386582,"[<QgsPointXY: POINT(8168065.36078301724046469 2222704.24765682080760598)>, <QgsPointXY: POINT(8168149.60376198962330818 2222775.03098694467917085)>, <QgsPointXY: POINT(8168293.51885106600821018 2222856.9909611577168107)>, <QgsPointXY: POINT(8168514.65667086560279131 2222942.67676605097949505)>]"
1021.537204,1987.668156,0.00050310,29.446450,"[<QgsPointXY: POINT(8168700.69324942957609892 2223013.46098275110125542)>, <QgsPointXY: POINT(8168907.79057273454964161 2223087.97096891142427921)>, <QgsPointXY: POINT(8169093.82715129852294922 2223155.03020583465695381)>, <QgsPointXY: POINT(8169269.33335748687386513 2223188.55991289392113686)>, <QgsPointXY: POINT(8169525.57241852674633265 2223199.73649503942579031)>, <QgsPointXY: POINT(8169694.05837647058069706 2223203.46202388033270836)>]"
1182.970021,871.753761,0.00114711,77.750384,"[<QgsPointXY: POINT(8169536.10279089864343405 2223203.46202388033270836)>, <QgsPointXY: POINT(8169823.93296905141323805 2223210.91308374935761094)>, <QgsPointXY: POINT(8170132.82389194890856743 2223322.67933180974796414)>, <QgsPointXY: POINT(8170336.41109112929552794 2223523.86023232759907842)>, <QgsPointXY: POINT(8170483.83630433026701212 2223762.29960919171571732)>]"
1379.707734,2081.898718,0.00048033,37.970834,"[<QgsPointXY: POINT(8170617.22102103568613529 2223970.93651483906432986)>, <QgsPointXY: POINT(8170750.60573774017393589 2224298.79913173383101821)>, <QgsPointXY: POINT(8170820.8082202160730958 2224596.86095933709293604)>, <QgsPointXY: POINT(8170855.90946145541965961 2224939.63783493032678962)>, <QgsPointXY: POINT(8170813.78797196969389915 2225312.22840227140113711)>]"
1451.598271,1656.259722,0.00060377,50.215829,"[<QgsPointXY: POINT(8170834.84871671162545681 2225073.76959827449172735)>, <QgsPointXY: POINT(8170778.68673073220998049 2225692.27830168139189482)>, <QgsPointXY: POINT(8170799.74747547321021557 2225908.38849511463195086)>, <QgsPointXY: POINT(8170919.0916956840083003 2226176.66663560224696994)>, <QgsPointXY: POINT(8171052.47641239035874605 2226467.3055603769607842)>]"
533.024465,1907.312638,0.00052430,16.012085,"[<QgsPointXY: POINT(8171638.66714106872677803 2226936.8085962925106287)>, <QgsPointXY: POINT(8171807.15309901162981987 2227070.95445126527920365)>, <QgsPointXY: POINT(8171884.375829734839499 2227138.02773386472836137)>, <QgsPointXY: POINT(8172028.29091881308704615 2227298.25931175891309977)>]"
199.040087,625.133783,0.00159966,18.242746,"[<QgsPointXY: POINT(8172103.75858747307211161 2227374.64926057867705822)>, <QgsPointXY: POINT(8172172.20600788947194815 2227441.72361520677804947)>, <QgsPointXY: POINT(8172256.44898686092346907 2227501.34546255134046078)>]"
1002.751351,957.115221,0.00104481,60.027695,"[<QgsPointXY: POINT(8172775.94735718797892332 2227827.40574977500364184)>, <QgsPointXY: POINT(8172912.8421980170533061 2227928.01976827159523964)>, <QgsPointXY: POINT(8173035.69654235057532787 2228058.44614096311852336)>, <QgsPointXY: POINT(8173148.02051431499421597 2228248.4976015598513186)>, <QgsPointXY: POINT(8173190.14200379885733128 2228416.19164604786783457)>, <QgsPointXY: POINT(8173228.75336916279047728 2228673.32539012935012579)>]"
691.217831,1020.760085,0.00097966,38.798406,"[<QgsPointXY: POINT(8173193.65212792344391346 2228475.81655201921239495)>, <QgsPointXY: POINT(8173232.26349328551441431 2228684.50519710965454578)>, <QgsPointXY: POINT(8173253.32423802930861712 2228770.21726929163560271)>, <QgsPointXY: POINT(8173305.97609988506883383 2228885.74284827802330256)>, <QgsPointXY: POINT(8173397.23932710569351912 2229023.62913682777434587)>, <QgsPointXY: POINT(8173456.9114372106269002 2229101.88936765864491463)>]"
1148.001973,969.579225,0.00103138,67.839395,"[<QgsPointXY: POINT(8173481.48230607714504004 2229135.42956533282995224)>, <QgsPointXY: POINT(8173611.3568986589089036 2229325.49180467892438173)>, <QgsPointXY: POINT(8173737.72136711608618498 2229455.92777578718960285)>, <QgsPointXY: POINT(8173976.4098075358197093 2229590.09142391011118889)>, <QgsPointXY: POINT(8174236.15899269841611385 2229642.26643203152343631)>, <QgsPointXY: POINT(8174432.72594363428652287 2229660.90039825811982155)>]"
1200.718584,951.223745,0.00105128,72.323791,"[<QgsPointXY: POINT(8174555.58028796408325434 2229664.62719369819387794)>, <QgsPointXY: POINT(8174794.26872838567942381 2229698.16838558623567224)>, <QgsPointXY: POINT(8174917.123072718270123 2229694.44158356077969074)>, <QgsPointXY: POINT(8175064.54828591831028461 2229664.62719369819387794)>, <QgsPointXY: POINT(8175222.50387149024754763 2229597.54498771950602531)>, <QgsPointXY: POINT(8175362.90883644390851259 2229489.46859892597422004)>, <QgsPointXY: POINT(8175527.88467026315629482 2229325.49180467892438173)>, <QgsPointXY: POINT(8175608.61752511095255613 2229258.41079706139862537)>]"
1689.802021,794.468401,0.00125870,121.865796,"[<QgsPointXY: POINT(8175485.76318077836185694 2229373.93934647552669048)>, <QgsPointXY: POINT(8175671.79975934140384197 2229206.23684388631954789)>, <QgsPointXY: POINT(8175750.77755212690681219 2229161.51642670901492238)>, <QgsPointXY: POINT(8175861.34646202716976404 2229109.34273979905992746)>, <QgsPointXY: POINT(8176010.52673728950321674 2229068.34922923240810633)>, <QgsPointXY: POINT(8176198.3183779139071703 2229047.85250713862478733)>, <QgsPointXY: POINT(8176398.39545297157019377 2229077.66592840757220984)>, <QgsPointXY: POINT(8176551.08585235755890608 2229146.60964439064264297)>, <QgsPointXY: POINT(8176666.91994844377040863 2229245.36729532619938254)>, <QgsPointXY: POINT(8176773.97873422037810087 2229368.34923918917775154)>, <QgsPointXY: POINT(8176872.2622096873819828 2229539.7799447481520474)>]"
1021.325077,701.765617,0.00142498,83.386269,"[<QgsPointXY: POINT(8176784.5091065913438797 2229401.88990759663283825)>, <QgsPointXY: POINT(8176861.73183731641620398 2229519.28271368751302361)>, <QgsPointXY: POINT(8176907.3634509239345789 2229577.04769428679719567)>, <QgsPointXY: POINT(8176970.54568515438586473 2229636.67624573037028313)>, <QgsPointXY: POINT(8177056.54372618813067675 2229696.30498448107391596)>, <QgsPointXY: POINT(8177165.35757402610033751 2229748.48028454324230552)>, <QgsPointXY: POINT(8177260.13092536851763725 2229774.56798835378140211)>, <QgsPointXY: POINT(8177419.84157300274819136 2229789.47526377253234386)>, <QgsPointXY: POINT(8177562.00160001777112484 2229772.7045797505415976)>, <QgsPointXY: POINT(8177653.26482723653316498 2229754.07050376990810037)>]"
1573.103430,801.044841,0.00124837,112.518280,"[<QgsPointXY: POINT(8177491.79911754466593266 2229780.15821526432409883)>, <QgsPointXY: POINT(8177818.24066105950623751 2229739.16325615718960762)>, <QgsPointXY: POINT(8177990.23674312699586153 2229761.52413196722045541)>, <QgsPointXY: POINT(8178186.80369406007230282 2229843.51423530839383602)>, <QgsPointXY: POINT(8178313.16816251818090677 2229940.41208677599206567)>, <QgsPointXY: POINT(8178443.04275509994477034 2230100.66731135314330459)>, <QgsPointXY: POINT(8178537.81610644422471523 2230313.1007413319312036)>, <QgsPointXY: POINT(8178572.9173476817086339 2230570.26018037274479866)>]"
373.541889,494.399073,0.00202266,43.289672,"[<QgsPointXY: POINT(8178562.38697530794888735 2230436.08960347343236208)>, <QgsPointXY: POINT(8178586.95784417632967234 2230633.61883812490850687)>, <QgsPointXY: POINT(8178671.20082314871251583 2230786.42588311992585659)>]"
433.041014,1852.727586,0.00053974,13.391835,"[<QgsPointXY: POINT(8178776.50454686395823956 2230987.68582024285569787)>, <QgsPointXY: POINT(8178874.78802233003079891 2231177.76661015767604113)>, <QgsPointXY: POINT(8178952.01075305230915546 2231382.75783184124156833)>]"
